"youtube_id","published_at","updated_at","view_count","like_count","dislike_count","favourite_count","comment_count","duration","transcript","annotation"
"iCAm3WVH8bE","","","","","","","","","","debunking"
"pdmkLwRr5Gk","","","","","","","","","","debunking"
"yNzQ_sLGIuA","","","","","","","","","","debunking"
"Ey5VjFR8g1Y","","","","","","","","","","debunking"
"QczoNOQOpMA","","","","","","","","","","debunking"
"oII_wLtPW9E","","","","","","","","","","debunking"
"06bvdFK3vVU","","","","","","","","","","debunking"
"L0zVJmsz5ww","","","","","","","","","","debunking"
"3TrNN_eTau0","","","","","","","","","","debunking"
"Dd-FAyHdpxI","","","","","","","","","","debunking"
"iYZbQIXoVMY","","","","","","","","","","debunking"
"umo6pMCkcXs","","","","","","","","","","debunking"
"AQl8h7Aa75s","","","","","","","","","","debunking"
"ieUvzy6rnnw","","","","","","","","","","debunking"
"mxhxL1LzKww","","","","","","","","","","debunking"
"KlWpFLfLFBI","","","","","","","","","","debunking"
"3y0nHhFGXDo","","","","","","","","","","debunking"
"pL1b9khYH5Y","","","","","","","","","","debunking"
"qwbIu2PzCRs","","","","","","","","","","debunking"
"GnZ3dogED7w","","","","","","","","","","debunking"
"JSAj91cU9-8","","","","","","","","","","debunking"
"68YuU2tStoU","","","","","","","","","","debunking"
"syVP6zDZN7I","","","","","","","","","","debunking"
"S9HdPi9Ikhk","","","","","","","","","","debunking"
"AczntG70upY","","","","","","","","","","debunking"
"KyD8VIK032o","","","","","","","","","","debunking"
"BpH9Lv8QYjc","","","","","","","","","","debunking"
"_bHqBy92iGM","","","","","","","","","","debunking"
"1nZZtKuWY5E","","","","","","","","","","debunking"
"T9q-v4lBGuw","","","","","","","","","","debunking"
"q_T7L8rt1Ec","","","","","","","","","","debunking"
"2lR7s1Y6Zig","","","","","","","","","","debunking"
"RLQpuPqDEfM","","","","","","","","","","debunking"
"X_m1mPtYzTk","","","","","","","","","","debunking"
"rYzBxo3hbYQ","","","","","","","","","","debunking"
"SGP6Y0Pnhe4","","","","","","","","","","debunking"
"xM9S4QiEHEY","","","","","","","","","","debunking"
"p9e8qNNe3L0","","","","","","","","","","debunking"
"tC5RalYWZ5Y","","","","","","","","","","debunking"
"icwDF8wRgF4","","","","","","","","","","debunking"
"Xc4xYacTu-E","","","","","","","","","","debunking"
"UsLydeeE_M0","","","","","","","","","","debunking"
"su-fmoZUkF8","","","","","","","","","","debunking"
"mYB1JP-gfLE","","","","","","","","","","debunking"
"YSAz-Ot3Mco","","","","","","","","","","debunking"
"ae4OigBcEiU","","","","","","","","","","debunking"
"8HYMb3MgQRg","","","","","","","","","","debunking"
"h9MS9i-CdfY","","","","","","","","","","debunking"
"n9bYHwp_xnU","","","","","","","","","","debunking"
"2gFsOoKAHZg","","","","","","","","","","debunking"
"kIID5FDi2JQ","","","","","","","","","","debunking"
"03_Tby_ICCw","","","","","","","","","","debunking"
"qkRnJutL5ko","","","","","","","","","","debunking"
"ep-XjUZdcRY","","","","","","","","","","debunking"
"XRr1kaXKBsU","","","","","","","","","","debunking"
"ptJRHtivpdM","","","","","","","","","","debunking"
"G5nQQXVm93Q","","","","","","","","","","debunking"
"g_gKl_x5d0A","","","","","","","","","","debunking"
"GJ4Qp2xeRds","","","","","","","","","","debunking"
"vGc4mg5pul4","","","","","","","","","","debunking"
"mzQJ8mJxNwg","","","","","","","","","","debunking"
"313icHT2XF8","","","","","","","","","","debunking"
"_2LApgOJe5k","","","","","","","","","","debunking"
"Zi_mQ0sKOfo","","","","","","","","","","debunking"
"DlkjMnWNjic","","","","","","","","","","debunking"
"UvmWxm3nR6E","","","","","","","","","","debunking"
"thxbiR-XfJo","","","","","","","","","","debunking"
"qz1bo4d1wto","","","","","","","","","","debunking"
"vqM6NpTf3HM","","","","","","","","","","debunking"
"ultbR7D7W5k","","","","","","","","","","debunking"
"fZAMoQTTnSg","","","","","","","","","","debunking"
"BfQbs__kc5M","","","","","","","","","","debunking"
"MSo99r5Hmoc","","","","","","","","","","debunking"
"aQTWor_2nu4","","","","","","","","","","debunking"
"NWkBccBtGAw","","","","","","","","","","debunking"
"2BenAtgjylI","","","","","","","","","","debunking"
"7XdkKMhAdnA","","","","","","","","","","debunking"
"mjsBlSQ75ps","","","","","","","","","","debunking"
"U_bVQitVmjU","","","","","","","","","","debunking"
"dJ0wep3qiO0","","","","","","","","","","debunking"
"SixyZ7DkSjA","","","","","","","","","","debunking"
"4y9A2eTrd_o","","","","","","","","","","debunking"
"VXQh1xFce7s","","","","","","","","","","debunking"
"mJxsj51d-Pk","","","","","","","","","","debunking"
"zPj60sy9Cfw","","","","","","","","","","debunking"
"SFkVT8Q0fLQ","","","","","","","","","","debunking"
"0SnUaeMuyB0","","","","","","","","","","debunking"
"6CZ1P9K3m2c","","","","","","","","","","debunking"
"awVOWTBn9uE","","","","","","","","","","debunking"
"iPpt9hn2mdA","","","","","","","","","","debunking"
"CurmnLKikyI","","","","","","","","","","debunking"
"9HvG6ZlpLrI","","","","","","","","","","debunking"
"u_Si8Lsyr_0","","","","","","","","","","debunking"
"UQ5rangYxng","","","","","","","","","","debunking"
"K3k9sQZF7FY","","","","","","","","","","debunking"
"QMtoOlJs8jw","","","","","","","","","","debunking"
"sJ5nVeeEYQ0","","","","","","","","","","debunking"
"3AnMo7JE13w","","","","","","","","","","debunking"
"8IuSutVJc3o","","","","","","","","","","debunking"
"OCjhCL2iqlQ","","","","","","","","","","debunking"
"CGjFAe018oA","","","","","","","","","","debunking"
"WoJcvjhbJ70","","","","","","","","","","debunking"
"0tqgWuSIZUg","","","","","","","","","","debunking"
"O9y_AVYMEUs","","","","","","","","","","debunking"
"qa-JJde3c30","","","","","","","","","","debunking"
"7f51Jzm7M4w","","","","","","","","","","debunking"
"9vTrmPWULfo","","","","","","","","","","debunking"
"L-F0ih19cQA","","","","","","","","","","debunking"
"F7cl0hmI0Yk","","","","","","","","","","debunking"
"9HQfauGJaTs","","","","","","","","","","debunking"
"qefElgEv-H0","","","","","","","","","","debunking"
"QkaNqud_VxU","","","","","","","","","","debunking"
"wG0xWZJtES0","","","","","","","","","","debunking"
"nOcDftgR5UQ","","","","","","","","","","debunking"
"ewV3dBgTa5w","","","","","","","","","","debunking"
"1e2AnpbGLqw","","","","","","","","","","debunking"
"8LSQFkGGBV4","","","","","","","","","","debunking"
"hfbsh94ikS0","","","","","","","","","","debunking"
"mlD0ogq8tVU","","","","","","","","","","debunking"
"_loUDS4c3Cs","","","","","","","","","","debunking"
"tS4gpRCjIbE","","","","","","","","","","debunking"
"ZnGMMsY5yJ0","","","","","","","","","","debunking"
"fCygZNtp-WQ","","","","","","","","","","debunking"
"7p27mvxyx_Q","","","","","","","","","","debunking"
"vEJ8lElvhVU","","","","","","","","","","debunking"
"-xc61kv4aH0","","","","","","","","","","debunking"
"lNiscigIgBc","","","","","","","","","","debunking"
"iR3oXFFISI0","","","","","","","","","","debunking"
"nEPA22ja0MU","","","","","","","","","","debunking"
"ry09oJHaa2o","","","","","","","","","","debunking"
"N3qN4g8RqzI","","","","","","","","","","debunking"
"0mFh52k0Srg","","","","","","","","","","debunking"
"xc1SzgGhMKc","","","","","","","","","","debunking"
"vBziplrKt_0","","","","","","","","","","debunking"
"zhp-FTYSGe8","","","","","","","","","","debunking"
"hf9_F-HQ13E","","","","","","","","","","debunking"
"y0mGJNq-bHk","","","","","","","","","","debunking"
"ppJGiw6mCxk","","","","","","","","","","debunking"
"XmtXC_n6X6Q","","","","","","","","","","debunking"
"aQgvlYii0Yk","","","","","","","","","","debunking"
"gdW--4HKx38","","","","","","","","","","debunking"
"3DbhaAP7gQk","","","","","","","","","","debunking"
"zcoIugXUKfM","","","","","","","","","","debunking"
"vcUFqg473Nc","","","","","","","","","","debunking"
"SJI-SAs1Rnk","","","","","","","","","","debunking"
"FlpstXNjImY","","","","","","","","","","debunking"
"8a3jzvXtUSI","","","","","","","","","","debunking"
"At17Klp_pRI","","","","","","","","","","debunking"
"22ezD5l2SQU","","","","","","","","","","debunking"
"PT3ferYrmgU","","","","","","","","","","debunking"
"U4BxDyYLzzc","","","","","","","","","","debunking"
"CeiN-h5j0e4","","","","","","","","","","debunking"
"vUtjHut3IRw","","","","","","","","","","debunking"
"OpHYJ4IgN4w","","","","","","","","","","debunking"
"fhtw7Dpntb4","","","","","","","","","","debunking"
"zjCOMJDULaE","","","","","","","","","","debunking"
"3oz7k7Wn_vo","","","","","","","","","","debunking"
"xlPO0PKP4Fs","","","","","","","","","","debunking"
"oX8-IXdABuc","","","","","","","","","","debunking"
"c43_hfbFr3g","","","","","","","","","","debunking"
"OxoSnXZTtr4","","","","","","","","","","debunking"
"SQOEC9gHpmA","","","","","","","","","","debunking"
"KJzOIh2eHqQ","","","","","","","","","","debunking"
"6mMK6iSZsAs","","","","","","","","","","debunking"
"Xl0UbY_NFHA","","","","","","","","","","debunking"
"E-57A7vV1fk","","","","","","","","","","debunking"
"6_-jtyhAVTc","","","","","","","","","","debunking"
"Zo62S0ulqhA","","","","","","","","","","debunking"
"z4cn93H6sM0","","","","","","","","","","debunking"
"UbfH209HCkA","","","","","","","","","","debunking"
"bLYjn8HiP1U","","","","","","","","","","debunking"
"ffOLU1tomM0","","","","","","","","","","debunking"
"tl1KPjxKVqk","","","","","","","","","","debunking"
"WGTBJHFNywI","","","","","","","","","","debunking"
"jB4FUHHMI24","","","","","","","","","","debunking"
"Dkjkh3OrjeA","","","","","","","","","","debunking"
"FBhIDjWaByg","","","","","","","","","","debunking"
"GR6TIs935kk","","","","","","","","","","debunking"
"1pQKZc2AXW0","","","","","","","","","","debunking"
"qt_xoCXLXnI","","","","","","","","","","debunking"
"cZDC-6rgslI","","","","","","","","","","debunking"
"rvmFeJu4maU","","","","","","","","","","debunking"
"zrbS0B3l56A","","","","","","","","","","debunking"
"6AviDjR9mmo","","","","","","","","","","debunking"
"Qr28zMXQ3bU","","","","","","","","","","debunking"
"lfgJATkRjgs","","","","","","","","","","debunking"
"zzD4T6wvDm8","","","","","","","","","","debunking"
"HQa-1xyg6Iw","","","","","","","","","","debunking"
"vIGbOoZzlYI","","","","","","","","","","debunking"
"kF3SuruDCwE","","","","","","","","","","debunking"
"bkcK-l0p_qM","","","","","","","","","","debunking"
"dWBYAxhH3u4","","","","","","","","","","debunking"
"z55GDEy_k5A","","","","","","","","","","debunking"
"e3ydGj00pKk","","","","","","","","","","debunking"
"c8SwOnmDSQ0","","","","","","","","","","debunking"
"CEii1_kEoZs","","","","","","","","","","debunking"
"0b_eHBZLM6U","","","","","","","","","","debunking"
"6nJ8Y2BbXzM","","","","","","","","","","debunking"
"ESQ1bKd7Los","","","","","","","","","","neutral"
"-it-OH7pxK4","","","","","","","","","","debunking"
"CD-OcW3Qhjg","","","","","","","","","","debunking"
"69LDSL-9--g","","","","","","","","","","debunking"
"yqdU6EQzclc","","","","","","","","","","debunking"
"UzcE2IaPsAE","","","","","","","","","","debunking"
"eO3cIrNEuIc","","","","","","","","","","debunking"
"1cdBkcH2PRI","","","","","","","","","","debunking"
"IDAisddCsnQ","","","","","","","","","","debunking"
"2bWCGCZPGmI","","","","","","","","","","debunking"
"a5nTyYoy2EI","","","","","","","","","","debunking"
"dI-JW2UIAG0","","","","","","","","","","debunking"
"2D5U7I0yLcU","","","","","","","","","","debunking"
"WCPQgQFmp40","","","","","","","","","","debunking"
"W7gd_LGE85c","","","","","","","","","","debunking"
"iftua6lS7vI","","","","","","","","","","debunking"
"9iRBQQzrLtE","","","","","","","","","","debunking"
"uDFi1VeayTw","","","","","","","","","","debunking"
"9U82qnmyaig","","","","","","","","","","debunking"
"0rKLtLiuldw","","","","","","","","","","debunking"
"ZonPvpgcBc0","","","","","","","","","","debunking"
"75yI4762SZQ","","","","","","","","","","debunking"
"YNG_wjZfI1A","","","","","","","","","","debunking"
"zvzCS9eIL20","","","","","","","","","","debunking"
"pL-B30EXBEc","","","","","","","","","","debunking"
"PK_iBYSqEsc","","","","","","","","","","debunking"
"aOMur7-fY8I","","","","","","","","","","debunking"
"2cmYEc1r8mc","","","","","","","","","","debunking"
"pk7He-tQ4iI","","","","","","","","","","debunking"
"GySgEL4NRFY","","","","","","","","","","debunking"
"5wbqmgnKLbY","","","","","","","","","","debunking"
"h87S_t807BY","","","","","","","","","","neutral"
"uPYx12xJFUQ","","","","","","","","","","debunking"
"D9BLtsbdGb4","","","","","","","","","","debunking"
"dGGzYTEPClg","","","","","","","","","","debunking"
"_xc7Xsvoae4","","","","","","","","","","debunking"
"nbmMwMQEK9Y","","","","","","","","","","debunking"
"Q_OIXfkXEj0","","","","","","","","","","debunking"
"Ltxwq1-UXwc","","","","","","","","","","debunking"
"Gi5dOvlMCgE","","","","","","","","","","debunking"
"e5ACN9iF8Jw","","","","","","","","","","debunking"
"vzInIjD6nKw","","","","","","","","","","debunking"
"rxGDvhwXNvU","","","","","","","","","","debunking"
"bEAwYkvZ5og","","","","","","","","","","debunking"
"5Yze1WrsQBM","","","","","","","","","","debunking"
"HFHBPvMRvX4","","","","","","","","","","debunking"
"DuVBsCpgEcw","","","","","","","","","","neutral"
"W-2LLrq4SdI","","","","","","","","","","debunking"
"GzvfpyyZO9o","","","","","","","","","","debunking"
"dZSL8OnBLlc","","","","","","","","","","debunking"
"VQti02x57bE","","","","","","","","","","debunking"
"kQejhkzW5h8","","","","","","","","","","debunking"
"ZMEZYmYM-4I","","","","","","","","","","debunking"
"Ovp_S3wBVPI","","","","","","","","","","debunking"
"rb7TVW77ZCs","","","","","","","","","","debunking"
"I2O7blSSzpI","","","","","","","","","","neutral"
"7fs2duxjpE4","","","","","","","","","","debunking"
"3kJp8as4fE4","","","","","","","","","","debunking"
"PZCI_M_n0Ro","","","","","","","","","","debunking"
"la82yIJLUvI","","","","","","","","","","debunking"
"5CNc-9Zm90A","","","","","","","","","","debunking"
"52gI3CoMg1Y","","","","","","","","","","debunking"
"Grv1RJkdyqI","","","","","","","","","","debunking"
"ldLBoErAhz4","","","","","","","","","","neutral"
"aRWHMfoNSJs","","","","","","","","","","debunking"
"iDHDxsgp79U","","","","","","","","","","debunking"
"UonT3R4Qbmo","","","","","","","","","","debunking"
"QK92VwgpUZs","","","","","","","","","","debunking"
"E18Jx-9pFNw","","","","","","","","","","debunking"
"O795VUkYjlk","","","","","","","","","","debunking"
"9ymKocjsmUo","","","","","","","","","","debunking"
"lFjIVIIcCvc","","","","","","","","","","debunking"
"_vSyPHq267s","","","","","","","","","","debunking"
"SmWQqef-j6Q","","","","","","","","","","debunking"
"_pt83iLfHto","","","","","","","","","","debunking"
"n9Xn6WCj0K8","","","","","","","","","","debunking"
"J3H93oPsm24","","","","","","","","","","debunking"
"ACGdA0FeLkg","","","","","","","","","","debunking"
"YxTsUbCOicI","","","","","","","","","","debunking"
"kLUzwT9tWxY","","","","","","","","","","debunking"
"2WMEJWhvVEE","","","","","","","","","","debunking"
"elf6h_K4JH0","","","","","","","","","","debunking"
"jy2M7ATMPxE","","","","","","","","","","debunking"
"R3kH4KFGCLQ","","","","","","","","","","debunking"
"HyueJ1KkmKA","","","","","","","","","","debunking"
"tL-zwrxVcHw","","","","","","","","","","debunking"
"rbrEUp-YrZM","","","","","","","","","","debunking"
"UijQ-6jhVuc","","","","","","","","","","debunking"
"kuDzdWG8OsI","","","","","","","","","","debunking"
"lXMc15dA-vw","","","","","","","","","","debunking"
"KFtnBdfTjA8","","","","","","","","","","debunking"
"0xtQJe3uxS0","","","","","","","","","","debunking"
"IfbmvvsM0zM","","","","","","","","","","debunking"
"zcUXWbtBQHQ","","","","","","","","","","debunking"
"5MY0Mzq3mhs","","","","","","","","","","debunking"
"BAZEoMMnNoM","","","","","","","","","","debunking"
"U3otWaBrvEc","","","","","","","","","","debunking"
"JO1_pW666cY","","","","","","","","","","neutral"
"FFHAZtasLFw","","","","","","","","","","debunking"
"Zc7M7ECreA4","","","","","","","","","","debunking"
"ammRhqqna5w","","","","","","","","","","debunking"
"8rpBZGB0_Qo","","","","","","","","","","debunking"
"5SproXmRUkI","","","","","","","","","","debunking"
"xZT-IGErsJQ","","","","","","","","","","debunking"
"dG_NjxSYBkA","","","","","","","","","","debunking"
"QAeJ35FGSIw","","","","","","","","","","debunking"
"G3MJJKcJVJQ","","","","","","","","","","debunking"
"iPp7EmkPZ_Q","","","","","","","","","","debunking"
"G8V4NG1HmE8","","","","","","","","","","debunking"
"K_uOkBXxzMI","","","","","","","","","","debunking"
"68VpifRzcnM","","","","","","","","","","debunking"
"i2-Ju5AtfKk","","","","","","","","","","debunking"
"RywkkwO78m8","","","","","","","","","","debunking"
"0AnjVODdEzg","","","","","","","","","","debunking"
"U0vU19w__bM","","","","","","","","","","debunking"
"550q8rkh7ns","","","","","","","","","","debunking"
"UzIKWnZJ29s","","","","","","","","","","debunking"
"vpljiOgd9RQ","","","","","","","","","","debunking"
"lPNrtjboISg","","","","","","","","","","debunking"
"Lw4JMl1sErY","","","","","","","","","","debunking"
"dXDEKYepSgU","","","","","","","","","","debunking"
"H0zTQSn03_g","","","","","","","","","","debunking"
"ZvPNVCdWW9w","","","","","","","","","","debunking"
"8DeL9W7tZLI","","","","","","","","","","debunking"
"ae6VJ6YU8uo","","","","","","","","","","debunking"
"6R3j1NU2nQM","","","","","","","","","","debunking"
"DItKF_1YCiM","","","","","","","","","","debunking"
"mwEFx3BQfHA","","","","","","","","","","debunking"
"D9s5Brovelc","","","","","","","","","","neutral"
"9RfSPoxh96g","","","","","","","","","","debunking"
"F-8T7nMy0O0","","","","","","","","","","debunking"
"MzfOzOWPnuQ","","","","","","","","","","debunking"
"vUzGV4F7He8","","","","","","","","","","debunking"
"ecIWqUdUhh8","","","","","","","","","","debunking"
"XHBZkek8OSU","","","","","","","","","","debunking"
"bL7TORXTiAA","","","","","","","","","","debunking"
"06zXoPDfV6U","","","","","","","","","","debunking"
"8OnJCqtTxsA","","","","","","","","","","debunking"
"0tYm41hb48o","","","","","","","","","","neutral"
"4BEKjE7K5u4","","","","","","","","","","debunking"
"xVMFOvxaxW8","","","","","","","","","","debunking"
"3VOazE6M8Cc","","","","","","","","","","debunking"
"9JbaM1xNIis","","","","","","","","","","debunking"
"TBDZPPSzWUY","","","","","","","","","","debunking"
"zRy47g8XPJQ","","","","","","","","","","debunking"
"w4wx_3XOrns","","","","","","","","","","debunking"
"04tLkfsuBMg","","","","","","","","","","debunking"
"16_hKZZKAgg","","","","","","","","","","debunking"
"aiLJyUo1RXE","","","","","","","","","","neutral"
"aPQWGow2YzE","","","","","","","","","","debunking"
"B5q95uCgAbo","","","","","","","","","","debunking"
"OM5-BhMNXOI","","","","","","","","","","debunking"
"VHPCO-33yCU","","","","","","","","","","debunking"
"25m5x0wguZI","","","","","","","","","","debunking"
"LWVZK52AA0I","","","","","","","","","","neutral"
"pni_kDv9BsU","","","","","","","","","","neutral"
"Pk5BrWFdv44","","","","","","","","","","neutral"
"fHmgF4ibmuk","","","","","","","","","","neutral"
"7p8Pqna4t7c","","","","","","","","","","neutral"
"gfAZUYCZSLQ","","","","","","","","","","neutral"
"x_Lyayavib0","","","","","","","","","","debunking"
"INQlaTnN2cg","","","","","","","","","","debunking"
"WF06IhEUDfI","","","","","","","","","","debunking"
"WYPNjSoDrqw","","","","","","","","","","neutral"
"JHQ8UAjoVVc","","","","","","","","","","neutral"
"9vJRopau0g0","","","","","","","","","","neutral"
"GmNnmyLbPDE","","","","","","","","","","neutral"
"ouZrZa5pLXk","","","","","","","","","","neutral"
"J7_lzeY23dI","","","","","","","","","","neutral"
"8dpkmUjJ8xU","","","","","","","","","","debunking"
"W0lWsqAwYwY","","","","","","","","","","neutral"
"ePDl1JNqjpM","","","","","","","","","","neutral"
"L-Wtlev6suc","","","","","","","","","","neutral"
"5b94ouECqsc","","","","","","","","","","neutral"
"gYQwuYZbA6o","","","","","","","","","","neutral"
"dAjezUfdBXE","","","","","","","","","","neutral"
"arj7oStGLkU","","","","","","","","","","neutral"
"t2_y_jesSnY","","","","","","","","","","neutral"
"cmXA4VT2mUE","","","","","","","","","","neutral"
"MQV3D8F6gvw","","","","","","","","","","neutral"
"XBZULOoe94U","","","","","","","","","","neutral"
"q5Wler87pwY","","","","","","","","","","neutral"
"JgAvxvDRg6c","","","","","","","","","","neutral"
"hIXhnWUmMvw","","","","","","","","","","neutral"
"guKF2Wydct0","","","","","","","","","","neutral"
"PWu9gT_7XCY","","","","","","","","","","neutral"
"AweWYD8e0BM","","","","","","","","","","neutral"
"SwQhKFMxmDY","","","","","","","","","","neutral"
"uD4izuDMUQA","","","","","","","","","","neutral"
"ADiql3FG5is","","","","","","","","","","neutral"
"QozGSS7QY_U","","","","","","","","","","neutral"
"94hChHDLrTo","","","","","","","","","","neutral"
"_If4a-gHg_I","","","","","","","","","","neutral"
"YdjERhTczAs","","","","","","","","","","neutral"
"sFBvPue70l8","","","","","","","","","","neutral"
"s8nFACrLxr0","","","","","","","","","","neutral"
"UwGSgJytufY","","","","","","","","","","neutral"
"LnJwH_PZXnM","","","","","","","","","","neutral"
"BFrBr8oUVXU","","","","","","","","","","neutral"
"kd2KEHvK-q8","","","","","","","","","","neutral"
"XFfVmvV3a9Y","","","","","","","","","","neutral"
"JpWBLzlXIIY","","","","","","","","","","neutral"
"lyu7v7nWzfo","","","","","","","","","","neutral"
"M00VLswZdyc","","","","","","","","","","neutral"
"JjOgcMQXvSc","","","","","","","","","","neutral"
"C1sEHNw4UIg","","","","","","","","","","neutral"
"vsMydMDi3rI","","","","","","","","","","neutral"
"4-079YIasck","","","","","","","","","","neutral"
"rPh3c8Sa37M","","","","","","","","","","neutral"
"GHuB9-NeF1A","","","","","","","","","","neutral"
"2tKDnsns2bg","","","","","","","","","","neutral"
"WR6uSXW-8p4","","","","","","","","","","neutral"
"ukTaodQfYRQ","","","","","","","","","","neutral"
"EH6vE97qIP4","","","","","","","","","","neutral"
"2rAqVmZwqZM","","","","","","","","","","neutral"
"lM_HPAXwJFw","","","","","","","","","","neutral"
"yZYQpge1W5s","","","","","","","","","","neutral"
"HnETCBOlzJs","","","","","","","","","","neutral"
"6_IGHMSsdD0","","","","","","","","","","neutral"
"8p8tFcIQ8K4","","","","","","","","","","neutral"
"WXuK6gekU1Y","","","","","","","","","","neutral"
"khorgxOlOew","","","","","","","","","","neutral"
"NuL0Q0tsid4","","","","","","","","","","neutral"
"ErPsyBUCijM","","","","","","","","","","neutral"
"EJxwWpaGoJs","","","","","","","","","","neutral"
"oizhVJstxC4","","","","","","","","","","neutral"
"56gzV0od6DU","","","","","","","","","","neutral"
"lSFvvBfNaVY","","","","","","","","","","neutral"
"GfO-3Oir-qM","","","","","","","","","","neutral"
"TBuIGBCF9jc","","","","","","","","","","neutral"
"Un2yBgIAxYs","","","","","","","","","","neutral"
"t8LD0iUYv80","","","","","","","","","","neutral"
"IlU-zDU6aQ0","","","","","","","","","","neutral"
"6A_j8X2Wgoo","","","","","","","","","","neutral"
"SDkAGkd4NLc","","","","","","","","","","neutral"
"KYunPJQWZ1o","","","","","","","","","","neutral"
"k6xZ84RWAZw","","","","","","","","","","neutral"
"nJZBqmGLHQ8","","","","","","","","","","neutral"
"e9yK1QndJSM","","","","","","","","","","neutral"
"fJ0josfRzp4","","","","","","","","","","neutral"
"YAg66jrvpHA","","","","","","","","","","neutral"
"JovtmKFxi3c","","","","","","","","","","neutral"
"epa6WxEw1Xk","","","","","","","","","","neutral"
"QDheaoF3Hto","","","","","","","","","","neutral"
"r9-3K3rkPRE","","","","","","","","","","neutral"
"yVwAodrjZMY","","","","","","","","","","neutral"
"v6H2HmKDbZA","","","","","","","","","","neutral"
"-jvuhOa9wY4","","","","","","","","","","neutral"
"-72P_EFphSc","","","","","","","","","","neutral"
"mh45igK4Esw","","","","","","","","","","neutral"
"kFQJNeQDDHA","","","","","","","","","","neutral"
"s0dMTAQM4cw","","","","","","","","","","neutral"
"vZElWMMMn7c","","","","","","","","","","neutral"
"NQ4CUw9RcuA","","","","","","","","","","neutral"
"aMcjxSThD54","","","","","","","","","","neutral"
"bBC-nXj3Ng4","","","","","","","","","","neutral"
"RYfmRTyl56w","","","","","","","","","","neutral"
"SzuZnh91U8E","","","","","","","","","","neutral"
"AyAK3QBnMGQ","","","","","","","","","","neutral"
"JZVPNmgbwho","","","","","","","","","","neutral"
"6sggQqdvqHs","","","","","","","","","","neutral"
"j1Zg2S2-heY","","","","","","","","","","neutral"
"Ger6gU_9v9A","","","","","","","","","","neutral"
"0NbBjNiw4tk","","","","","","","","","","neutral"
"v-PQbFfQKVs","","","","","","","","","","neutral"
"iSxydOLq8QI","","","","","","","","","","neutral"
"otn03svda1A","","","","","","","","","","neutral"
"JiwZQNYlGQI","","","","","","","","","","neutral"
"W7vx9UJ5I_g","","","","","","","","","","neutral"
"5GmG6HsCsD0","","","","","","","","","","neutral"
"_iudkPi4_sY","","","","","","","","","","neutral"
"m8Nudmm7ha4","","","","","","","","","","neutral"
"tCRjz1fyOE4","","","","","","","","","","neutral"
"SDNZBqaqdZ8","","","","","","","","","","neutral"
"GWYDCXBd9Dw","","","","","","","","","","neutral"
"07nOScAHnXI","","","","","","","","","","neutral"
"QX3M8Ka9vUA","","","","","","","","","","neutral"
"6SFNW5F8K9Y","","","","","","","","","","neutral"
"-VfZyDJ6lJs","","","","","","","","","","neutral"
"B2XQLHDtkqw","","","","","","","","","","neutral"
"FHAA_1Guxlo","","","","","","","","","","neutral"
"BBX5qh09OIE","","","","","","","","","","neutral"
"SObhSqYglvQ","","","","","","","","","","neutral"
"d-7o9xYp7eE","","","","","","","","","","neutral"
"-DPQ15EgyTY","","","","","","","","","","neutral"
"O_4uB-j-zgQ","","","","","","","","","","neutral"
"NTf2rki0AcI","","","","","","","","","","neutral"
"B5YfmXOXZCw","","","","","","","","","","neutral"
"zlm1aajH6gY","","","","","","","","","","neutral"
"26qYrSNYJXM","","","","","","","","","","neutral"
"W7zh-Ro2y9w","","","","","","","","","","neutral"
"IxRfDtaot5U","","","","","","","","","","neutral"
"ThDYazipjSI","","","","","","","","","","neutral"
"5dZ_lvDgevk","","","","","","","","","","neutral"
"ri8YBB5v878","","","","","","","","","","neutral"
"tx72tAWVcoM","","","","","","","","","","neutral"
"e1eFMzO3iPc","","","","","","","","","","neutral"
"UZMIbo_DxJk","","","","","","","","","","neutral"
"ORp3q1Oaezw","","","","","","","","","","neutral"
"Jd42JMo2bMI","","","","","","","","","","neutral"
"d2lJUOv0hLA","","","","","","","","","","neutral"
"41IfdwLqtkA","","","","","","","","","","neutral"
"YUe0_4rdj0U","","","","","","","","","","neutral"
"m8mg7CxAYUM","","","","","","","","","","neutral"
"U9G_FPgjzWQ","","","","","","","","","","neutral"
"uT_GcOGEFsk","","","","","","","","","","neutral"
"fzweIEvN8sc","","","","","","","","","","neutral"
"j_akKKf2o3I","","","","","","","","","","neutral"
"eSWwIQzKsbY","","","","","","","","","","neutral"
"5IBa88VkM6g","","","","","","","","","","neutral"
"gIdXLMVP6VU","","","","","","","","","","neutral"
"0hLjuVyIIrs","","","","","","","","","","neutral"
"2fS9ixfQ_no","","","","","","","","","","neutral"
"zQCTeGKHsVc","","","","","","","","","","neutral"
"krfcq5pF8u8","","","","","","","","","","neutral"
"Yutzg2NLwcU","","","","","","","","","","neutral"
"6fedjvyRt5w","","","","","","","","","","neutral"
"6k1U5fkc3aM","","","","","","","","","","neutral"
"-rZkdPXP6H4","","","","","","","","","","neutral"
"qMMgsjnI1is","","","","","","","","","","neutral"
"0lLv58zwGhU","","","","","","","","","","neutral"
"VFns39RXPrU","","","","","","","","","","neutral"
"fLlWf-Fk_YM","","","","","","","","","","neutral"
"zruhc7XqSxo","","","","","","","","","","neutral"
"4jwUXV4QaTw","","","","","","","","","","neutral"
"7eOYzyo0ATA","","","","","","","","","","neutral"
